45 Willow Place,Brooklyn Heights,"$4,250,000 ",Townhouse,4,3,9,,"45 Willow Place in Brooklyn Heights melds an historic single-family townhouse with a bright, fresh, contemporary interior. One of the four homes on the iconic and beloved Colonnade Row, a group of Greek Revival homes built in the 1840's, this captivating home has been updated with a modern open center stair, skylights that bathe the house in light all day long, and bright open spaces for entertaining.

Enjoy the afternoon light and spring breezes through the pair of floor-to-ceiling French doors that frame the front of the living room. The open concept design has the living room flowing into a sunny garden-facing dining room and features a wall of built in bookcases. The windowed galley kitchen has granite counters, wall ovens, and a pass-through to the dining room. The garden gets light all day long and is the perfect spot for grilling and outdoor dining, with planted flower beds surrounding the blue stone patio.

The master suite comprises the entire second floor and features a huge master bathroom with Jacuzzi tub, steam shower and a separate home office overlooking the open staircase. The top floor, with three huge skylights, currently a two bedroom suite, has an open and flexible design that can easily be re-configured to add a third bedroom or den.

The lower level of the house, with windows toward the rear, has been built out with four separate spaces: a sunny den/media room; a cozy guest room; a full bath; a utility area with a full size washer/dryer, huge walk-in coat closet and storage areas, and the home's mechanical systems, including two year old boiler and air conditioning equipment. An exterior stair leads back up to the sidewalk for easy access in and out with bikes. Willow Place is one of the most peaceful blocks in Brooklyn Heights with easy access to Borough Hall trains and Brooklyn Bridge Park. Beloved restaurants River Deli, Colonie, Iris Cafe are steps away, as are all the exciting shops and restaurants in both Brooklyn Heights and Cobble Hill."
155 Grand Street,Williamsburg,"$3,999,000 ",Townhouse,5,2.5,10,"4,011","Prime Flagship Retail & Mixed-Use Property for Sale. Located in North Williamsburg's Highest Priced Retail and Residential Corridors. Introducing an extraordinary opportunity for ownership of 155 Grand Street, it defines ""prime real estate"" in Williamsburg. Nestled on Grand Street between Bedford Avenue & Berry Street, this prime retail location boasts some of the highest asking retail rents in North Williamsburg and Tops Brooklyn retail charts as well. As reported in the REBNY 2017 Summer report… asking rents on Grand Street Averaged $125/SF. With no significant moderations to the property, the building can project an income performance North of 6.34% CAP RATE. It can be a lucrative addition to an ideal investment portfolio or the dream home for an end-user.
Existing Building & Property Features: Current Zoning is R6B, C2-4. Set on a 21' X 75' lot, the existing 3-story full-masonry building is ~ 4,000 SF above grade. A full-height cellar offers an additional ~ 1,575 gross SF. It currently consists of 3X income-producing units: The vacant ground floor retail space boasts soaring 10'+ ceiling height, HVAC and charming exposed brick. The 2nd floor unit is an oversized 2 bed/1 bath with large outdoor terrace and a loft-like layout. A spacious 3 bed/1 bath unit is set on the top floor. The triple-exposure allow for abundant natural sunlight in both full-floor apartments. Unique details include: 9'+ high ceilings, original hardwood flooring, moldings and exposed brick throughout. This stately address can be easily converted to a ~2,436 SF duplex residence with substantial commercial rental income potential.
The central location is minutes away from the Bedford L and Broadway-Marcy J, M, Z subway stations and the NYC Ferry on Kent. Located in the epicenter of Williamsburg Northside. This food, tourist and shopping mecca has seen a dramatic transformation that is on par with the top destinations in New York City. The presence of major chains, national retailers, luxurious new developments and hotels have triggered the vibrant revitalization of Williamsburg, Brooklyn. Unquestionably, this is a ""not-to-be missed"" opportunity!"
212 Saint Johns Place,Park Slope,"$3,995,000 ",Townhouse,7,5,13,"4,458","PERFECT HARMONY. Previously owned by William Gaynor, former mayor of New York, this Park Slope brownstone has a unique combination of proximity, remove, size, intimacy and condition you’ve been looking for.
Built 20 feet wide and 50 feet deep, with more than 4,400sf of living space, the extra deep and wide parlor floor has soaring ceilings over 11 feet high, stunning wood and plaster work, beautifully maintained parquet floors, and a unique two story extension with an updated eat in kitchen with sun pouring in from the south and west facing windows. A powder room rounds out this floor. The large deck off the dining room is the perfect spot for grilling and al fresco dining, with stairs down to a landscaped garden. The third floor’s master suite has full width bedroom with bay window and fireplace, sitting area, laundry, walk in closet, bath, south facing study and en suite bath. The fourth floor has two more bedroom suites, each with its own den and full bath. These rooms are easily re-configured into two large and two smaller bedrooms.
The garden level of this home is a huge flexible space: currently configured as a 1,240+sf two bedroom, one and a half bath high income rental apartment, this space easily connects with the upper floors as additional guest, manny/nanny or office space, play room, or media room.
This landmarked block offers the best of both Park Slope and Prospect Heights shopping and dining, easy access to Prospect Park, Grand Army Plaza, the Brooklyn Museum and tons of transportation options."
597 5th Street,Park Slope,"$3,850,000 ",Townhouse,5,3.5,14,,"The one you’ve been waiting for! A park-block, limestone townhouse full of original details in the heart of Park Slope.
Architecturally stunning, this five-bedroom home is well maintained and has graciously proportioned rooms with extra-high ceilings, plus a parlor-level extension. A legal two-family currently used as one, it has been lovingly cared for, featuring original parquet floors with inlaid borders, carved mantles, ceiling medallions, and pocket doors.
A distinctive raised stoop leads to an entry foyer with double windowed doors. The wainscoted entry foyer has a pier mirror, elaborate ceiling moldings, and opens onto a sweeping triple parlor. The front room, with its south-facing bay windows, flows into a graceful drawing room with hand-glazed fireplace tiles, which in turn leads to the stunning oak-paneled dining room featuring a coffered ceiling, oak fireplace, and a large window overlooking the private garden patio.
The updated kitchen has two sunny window exposures and an adjacent half bath. The second floor has two expansive bedrooms with generous closets, a large shared bathroom, as well as original marble sinks and dressing area. The top floor has three additional bedrooms, a second full bath, and a skylight at the top of the stairs, which brings natural light throughout the house. The high-ceilinged, windowed English basement is currently used as a laundry and rec room. It has a half bath, and lends itself well to being used as a playroom, media room, or personal gym.
Just off Prospect Park, this block is one of Park Slope’s most pleasant, brimming with beautiful architectural integrity. Nearby, one will find vibrant shops and restaurants on 7th and 5th Avenues, Saturday farmers markets at Grand Army Plaza, open-air events at the Prospect Park Bandshell, and convenient transportation (2,3,B,Q & R subways).This park block limestone townhouse full of original details in the heart of Park Slope is the one you’ve been waiting for."
591 6th Street,Park Slope,"$3,795,000 ",Townhouse,5,4,15,,"591 Sixth Street is a handsome 4-story, 2-family townhouse located on one of Park Slope’s loveliest tree-lined streets, just half a block from Prospect Park. This impressive home is currently configured as a lower triplex and a top-floor apartment and could easily convert to an upper triplex with a high-income producing garden rental. Original architectural details are found throughout this distinctive home, including carved woodwork, decorative fireplaces with original mantles, beautifully intact plaster work, cove ceilings and herringbone and parquet floors.
Ascend the front stoop to elegant main doors that lead into the gracious foyer of the triplex’s second floor, where you can entertain comfortably in the expansive living room and dining room. A powder room, big closet and quiet rear office complete this inviting level. Downstairs you will find the eat-in kitchen with ample storage including two large pantries as well as a sliding glass door out to the planted garden. A large family room, huge walk-in closet, a full bath and a washer-dryer are also found here.
Occupying the third story are 2 generously sized bedrooms each with walk-in closets. An office, a smaller bedroom currently used as a nursery and another full bath are also located on this floor.
The top floor apartment with a sky-lit staircase is roomy and comfortable, presenting a living/dining room, windowed kitchen, den with double closets, 2 bedrooms and a full bath.
Enjoy the best of Park Slope living in an enchanting townhouse located less than a block to Prospect Park. Listen to live music at the Bandshell in summer, stroll or ride your bike through the park, dine and shop on 7th Avenue just 1.5 blocks away, work out at the Y, and catch the F & G subway lines also right nearby."
158 Carlton Avenue,Fort Greene,"$3,750,000 ",Townhouse,7,4,4,,"158 Carlton Ave located in the heart of Fort Greene only 1 block from wonderful Fort Greene Park, All Newly Renovated, Turn-key, Three-Unit Brick Townhouse with Over 1000SF of South-facing Garden &Terraces.
Only a block away you'll find 30 acres to explore in scenic Fort Greene Park, thanks to the likes of Walt Whitman, Olmsted and Vaux, and 11,500 Revolutionary War POW's...possibly the most sacred ground in NYC!
1031 Exchange Investment property and/or Owners duplex with income. Great investor building with low expenses and terrific rental income potential. Video-intercom, 2Mitsubishi & 1Trane split-systems A/C, new interior electric and plumbing upgrades throughout, new 120Gal hot water heater, gas fired hot water heat with newly rebuilt boiler and starter & new pump, floor-to-ceiling windows overlooking South terraces &garden, new skylight, new fire escape, new roof on all extensions with existing main roof only 6years old, White Oak Floors, Walnut kitchen in Parlor duplex, Bertazzoni oven/range, Duravit bathroom fixtures.
Additional unused FAR is available.
LAYOUT:
Entry foyer on the Parlor level
Cellar offers a large finished recreation room &/or storage area plus laundry ( Washer & Dryer located in noted ""storage area"" but not shown on plans) along with separate mechanical & meter rooms. An integral part of the Duplex unit above, all connected.
Soaring 10' ceilings, a decorative fireplace and a central open galley kitchen greet you as you enter the Parlor. The Duplex Parlor and Garden levels offer a full bath on each level and total of 3-4bedrooms and your very own terraces & deep South garden. note; Garden is not shown in the plans.
Above on the top 2 floors, each apartment offers a full-floor, 2bedrooms with all new kitchens and bathrooms.
The 2nd-floor apartment overlooks the garden and leads to a wonderful and spacious 14' deep terrace.
Top floor living room is flooded with light from the new skylight.
Gross Dimensions:
Cellar 20x36
Ground Floor 20x50
Parlor Floor 20x50 ( irregular shape with inset terrace)
Second Floor 20x36 Plus (14'deep terrace extension)
Third Floor 20x36
Roof 20x36
plus
Total Outdoor space approx. 1,030 SF
Building Delivered Vacant.
Transportation; B, R,Q, 2,4,5, G & C Trains, only a few blocks away."
255 3rd Avenue,Gowanus,"$3,750,000 ",Townhouse,6,4,17,"5,200","The Gowanus is one of the hottest neighborhoods in all of the world and 255 3rd ave sits at the nexus of this incredible renaissance. Comprised of a restaurant that is considered an institution in Brooklyn as well as three completely renovated 1100 Sq Ft 2 bedroom apartments, this is a singular opportunity just off the corner of Union St and 3rd ave. The traffic levels here are fantastic and you are surrounded by the likes of Whole Foods, Claro, Little Neck, Runner and Stone, Freaks Mill and dozens of other fine establishments that are booming within the Gowanus.
The building is in immaculate condition with three gorgeous and completely renovated floor through 2 bedroom apartments all with Central AC/Heat and Washer Dryers, to say these are in hot demand is an understatement. They are currently rented and can be delivered vacant if desired. The Mechanicals are in top shape, the roof was recently redone and the building is 20 ft wide and is over 5000 Sq Ft.
The restaurant has been serving continuously since 1948 and is a once in a lifetime opportunity for those looking for an existing restaurant space that is fully in compliance with NY State, everything needed is on site and 100 percent ready to go. The restaurant as well as the whole of the building will be delivered vacant for the new owners, this building is completely free and clear and open for you to place your mark.
Please refer to the detailed floorplan and contact us directly with any questions and to set up a time to view the property."
87 Woodhull Street,Carroll Gardens,"$3,595,000 ",Townhouse,9,7,14,,"87 Woodhull Street – Great Purchase, Three Ways.

Super flexible, recently gut renovated four family townhouse currently occupied by high income rentals and amazing tenants.
This property easily works as a home for an owner occupier who would like income to offset against expenses while simultaneously offering long term investment potential as a rental property. At twenty-two feet wide and with nearly 2,000 square feet of FAR available for expansion, it is also a prime development site for a condominium conversion.
Tucked away on quiet Woodhull Street, this property is ideally situated a few steps away from DiMattina playground and baseball fields, a few short blocks from the subway and all of the wonderful possibilities offered by Smith and Court Streets.
The property was fully renovated in 2010 with all new mechanicals providing a reliable investment. Currently configured as a two bedroom garden duplex with a recreation space and 3 two-bedroom apartments with a monthly rent-roll of $11,130 per month. There is plenty of room to grow. The basement has coin-operated laundry for use of all the units with an additional income of approximately $150-200 a month. Each apartment has new appliances including a dishwasher and rent easily.
A must see. Call today for appointment!"
393 Sterling Place,Prospect Heights,"$3,595,000 ",House,6,4,5,,"On a gorgeous Prospect Heights street, lined with massive trees sits 393 Sterling Place, a beautifully renovated, Land-marked, 4-story, 2-family townhouse on a sought after 131 ft deep lot. This exceptionally stylish home is thoughtfully configured as an owner’s quadraplex with a garden studio for rental income.
This affectionately restored, turn of the century townhouse boasts a stunning limestone facade with decorative barrel front providing a classic and stately appearance. This home's appealing sophisticated and historic details paired with its modern updates, such as tasteful high-end appliances and central heating and cooling, offers all things necessary for contemporary life.
Pass through a decorative wrought iron gate, up the traditional stoop, through 2 sets of original doors and into the welcoming foyer, equipped with exquisite pier mirror and large coat closet.
The parlor floor is grand with a breezy and bright layout, high ceilings and original oak center stair. At the front of the house is a formal sitting room with an original, ornate wood mantle over a decorative fireplace, the dining room in the center is perfect for hosting large gatherings, and in the back of the parlor level is a beautiful, fully-updated kitchen with an expansive Pietra Cardosa stone island and breakfast bar, ideal for casual dining. Find loads of cabinet space and a suite of Viking stainless steel appliances including a 6-burner stove, oven, range, and refrigerator, G.E. microwave and Miele dishwasher to complete this modern kitchen. Plenty of natural light streams in through over-sized back windows and glass door that leads to a 14 x 17 ft deck with stairs overlooking the truly expansive patio and professionally landscaped garden.
Continue up the center staircase, with original details that have been carefully restored, to the third floor which reveals a lovely living space with decorative fireplace. Enjoy relaxing in the plentiful natural light from 3 large windows facing the front of the house. This floor offers a huge laundry room complete with double load LG steam washer, LG ‘sensor dry’ dryer, 2 large closets with built in shelves, additional cabinets for storage, and a sink. Lastly, this level is graced with a large bedroom with a walk-in closet and en-suite full bath.
The fourth floor is illuminated by a skylight and hosts 3 additional bedrooms, the master bedroom grants views of Manhattan, including the Empire State Building, en-suite full bath, and an expansive walk-in closet. The other large bedroom offers an en-suite full bath, a large closet and decorative fireplace.
The garden level of this home is conveniently designed with the owner in mind. In the back of the garden floor, find an extension with an office, storage space, and access to the garden as well as a large guest suite, perfectly designed for entertaining. The front of this level is a studio rental space with separate entrance, bright light from 2 front facing windows, a decorative fireplace, updated kitchen and full bath. If you prefer this to be a 1 bedroom rental just remove a door to connect the two spaces. Down one level to the cellar you’ll find immense amounts of storage space.
393 Sterling Place genuinely has it all – nearby to all neighborhood amenities, like Prospect Park, The Brooklyn Museum, The Botanical Gardens, The Brooklyn Museum for Kids and all the shops and restaurants on Vanderbilt & Washington Aves, and public transportation, subway lines Q/B/2,3/4,5. 393 Sterling Place is the answer to living your best life in New York City."
105 8th Avenue,Park Slope,"$3,500,000 ",Condo,3,2.5,5,"2,694","PRICED UNDER $1300 PSF FOR PRIME PARK SLOPE, ONE BLOCK TO PARK & SUBWAYS, 3 MASSIVE BEDROOMS, STUNNING YARD, TRULY UNIQUE & HISTORIC PROPERTY WITH ALL LUXURIES! Finally the opportunity has arrived to make one of Park Slope’s most renowned architectural treasures your new home. This striking Neo-Classical mansion, complete with an elevator, on 8th avenue between President and Carroll Streets, is now home to seven spectacular residences that offer easy and elegant living and massive proportions that far exceed the more vertical lifestyle of the neighboring brownstones. Conveniently situated one block to Prospect Park, a short jaunt to the 2,3,Q and B express trains at Grand Army Plaza, the Greenmarket, and the world class Brooklyn Museum and Botanic Gardens make this the perfect location to call home.
Exceptional in size and character, Unit 1 has 12' ceilings, an 8' marble mantle with a wood burning fireplace, impeccably restored wood paneling, a staircase of true grandeur, and three ornate bedrooms to the scale of which you have never seen in a condo or townhouse.
Enjoy all of the luxuries of new construction but the warmth and hand-crafted originality of a truly special turn-of-the century masterpiece. Multi-zone heating and cooling, updated plumbing and electric, an elevator, and all new bathrooms and kitchens await, surrounded in the opulence of old-world historic details including stunning wood floors, high ceilings, stained glass, oversized windows, and dramatic moldings throughout. This is not your average condo, but rather a rare opportunity for a buyer that desires a truly special home with generous living proportions, museum quality opulence and the comforts of 21st century living.
Chef’s kitchens have been equipped with a suite of professional appliances including Sub-Zero, Bosch and Wolf. Gleaming white quartz countertops offer loads of prep space, and painted white custom maple cabinetry offers fantastic storage and pantry space. Spacious bathrooms have been designed throughout to work seamlessly with the original character of the home and include Carrara marble tile and white vanities with great storage. Large closets and unexpected nooks and crannies offer the extra space of a townhouse but better functionality, more expansive and dramatic rooms, and less stairs than the typical neighboring townhouses. Centrally located to world-class dining, public and private schools, greenspaces, and recreational and cultural institutions in every direction.

Additional features of this property include: 12' Ceilings , 8' Original Marble Mantle with Wood Burning Firepl, Restored Original Wood Paneling & Floors, Master Suite with Large Walk-In Closet, Central Heat & Cooling , and Landscaped Garden ."
47A Willow Street,Brooklyn Heights,"$3,500,000 ",Townhouse,6,3,10,,"47A Willow Street is a 5-story 6BR 4 bath single-family townhouse nestled between Cranberry and Orange Streets. This 1870 Brownstone has been lovingly owned by the same family for over 100 years, and although in estate condition, it has been virtually untouched - so not only does it retain ALL of its original detail, but also its original configuration, making it a straight-forward restoration! Among its details are 5 marble mantles, original sinks, clawfoot tubs, moldings, arches, ceiling medallions, original dumbwaiter and even the
remnants of the old outhouse! A quick walk-thru will confirm for you that even at 12.5’ wide the layout of this home is surprisingly expansive, open and airy. Truly a must-see!
This home is an absolute bargain at $3.5MM- just $1268/sf. Please contact me for a private viewing."
190 New York Avenue,Crown Heights,"$3,500,000 ",Townhouse,7,4,14,,"Rockefeller's Architect House. This ""Stand Alone"" Colonial Revival Townhouse is a four story, when counting a 9 foot ceiling basement with two giant rooms, a fireplace and a full bath . The townhouse measures 30 ft x 50 ft on a lot 47ft x 109 feet. The townhouse In total has 14 rooms, 7 beds, 4 baths ,7 fireplaces and one terrace of the master bedroom. Located in the Saint Marks District in Crown Heights, Brooklyn. During the turn of the century, The Saint Mark's District was home to Brooklyn's wealthiest and most successful . The parlor floor has the original detailed moldings, 11 feet ceilings, three fireplaces, hardwood floors. The kitchen is a blank canvass, approx 16 x 17 feet. Design your own kitchen. Edward P. York, Rockefeller's architect built 190 New York Avenue, in Crown Heights. In addition he built Chase bank headquarters on Montague and Clinton, The Federal Reserve Bank on Maiden Lane, and The Rockefeller Hall at Vassar. The house was originally built for John Simmons. In addition we had a tenant-Ethel Waters. She was the second Black person to be nominated to the Academy Award. She was nominated for her role in the film Pinky. Ms. Ethel Waters was interviewed at the residence by non other than Edward R. Murrow, recipient of the Peabody Award, & Grammy Award for Best Spoken Word of his generation.
Design your own kitchen. Kitchen is where smiles smiles back. Eyes actually meet. Comfort food is an arm's length away. Chairs with made up leg supports. The kitchen needs your personal touch."
130 Sixth Avenue,Park Slope,"$3,499,000 ",Townhouse,5,3,13,,"Magnificent 20ft wide two family Brownstone on a quiet, treelined and landmarked Park Slope block. This stately two family home has a total of five bedrooms and three bathrooms covering four stories plus a full cellar that has brick arches and a perfect room to store your wine collection! Spanning 4,168 square feet, this home is move in ready or can be converted to a single family home!
The owner’s triplex currently features two large bedrooms, two full bathrooms, a full laundry room, a library/family room and a home office that can be used as a third bedroom. Soaring 12 foot ceilings welcome you into the parlor level of this quintessential Park Slope Brownstone. A double doored entry foyer has ornate original hardware, beautiful etched glass, and original woodwork, with room for coats, shoes and umbrellas. Step into the grand entry area with large scale mirror that’s framed with detailed original woodwork, pass through the beautiful French doors and enter the front parlor that showcases a stunning mirrored fireplace with floor to ceiling woodwork. The oversized bay windows are landmark approved, with functioning shutters and double glass to ensure proper insulation and sound proofing.
The kitchen is a chef's dream. Located at the back of the parlor level,the kitchen features two sinks, a hooded four burner Viking stove with center griddle, a Dacor double oven and top-of-the-line GE refrigerator. A huge center island has under cabinet storage, a built in microwave and dishwasher, room for 3-4 stools, and a sink. On one wall there is a second sink, full pantry, cabinets and extra counter space that make for an efficient prep area. Exposed brick fills the opposite wall, with a decorative fireplace and more storage room. Step out of this spacious chef’s kitchen onto your private deck to enjoy comfortable outdoor dining in season, or open the pocket doors to the large dining area that has space for a table that seats 10 or more.
Two flights up, you’ll find a spacious home office patterned after the West Room at the Morgan Library. Replete with built-in low shelves, wire cabinets and walls resembling the red silk of JP Morgan's. Unlike offices in Morgan's day, this one has high-speed internet connections.
Also on the top floor, the quiet master suite has plenty of room for a King size bed, plus a sitting area and table. The en suite bathroom has a deep soaking tub, plus a walk in shower that doubles as a steam room! Double sinks with silver Goose faucets, lots of storage space, and a skylight. This floor has many closets including a walk-in, and a full dressing room that can be used as a small bedroom, with a wall of clothes storage.
A windowed laundry room with side by side Samsung washer/dryer, deep sink, and tons of storage space. On a good day you have views of the Statue of Liberty!

On the second floor, a large library spanning the full width of the house with bright South Eastern exposure features a wall of built in shelves with a built in rolling ladder, a beautiful curved archway, bay windows with original shutters, and a full wall entertainment system that can be easily tucked away behind closed doors. A walk-through wet bar is cleverly located off of this den, with a sink that has a beautiful golden Goose faucet, and connects to a double dressing room with two walls of closets. This grand family room has two closets and can easily be converted into two bedrooms.
A large North West facing bedroom with two windows and a full size closet has space for two double beds. Also on this floor is a large windowed bathroom, with a modern Clawfoot tub and shower.
On the garden level of this sprawling home, a large one bedroom apartment with an eat in kitchen and mud room has a projected rent of $3,200. The cellar is accessible directly from the owner's triplex, with 7' ceilings, brick arches, and tons of storage and recreation space.
The house has sprinklers in the hallways that were tested only 1 year ago. The brick on the back wall of the house has been repointed, and the front Brownstone facade has been redone, as has the cornice. Nestled among everything Park Slope has to offer- cozy cafes, delicious restaurants, The Park Slope Food Coop, convenient transportation and close proximity to Prospect Park, the Brooklyn Library, and the Botanical Gardens.
Annual Taxes: $10,572"
58 Metropolitan Avenue,Williamsburg,"$3,495,000 ",Condo,4,4,7,"2,438","Enjoy townhouse-like living with condo amenities in this sprawling four-bedroom, four-bathroom duplex in a modern Williamsburg building offering uninterrupted transportation options just blocks away. Arrive on the upper level of this 2,438-square-foot showplace to find a sunny corner great room paved in walnut hardwood and wrapped in wide windows facing north and west. The open kitchen is beautifully equipped with lacquer cabinets and polished Caesarstone counter tops surrounding stainless steel appliances by Sub-Zero and Bosch. The serene master suite on this level includes a walk-in closet and en suite bathroom, and the bedroom next door provides the opportunity expand the master with a sitting room or additional closet, if desired.
Downstairs, enjoy an oversized playroom/media room featuring a 85-inch projector screen and nicely stocked wet bar with wine refrigerator and beverage center. Two more large bedrooms, including another suite, and a full guest bath complete this level. Abundant closet space, central air and an in-unit washer/dryer add comfort and convenience. For additional consideration, a 328 sq ft cabana and two indoor parking spots are also available. Finally, 58 Metropolitan benefits from a tax abatement which expires in 2027.
58 Metropolitan and its adjacent sister building, 80 Metropolitan, offer an abundance of shared amenities and outdoor spaces. At 58 Met, you'll enjoy discrete entry and departure in the virtual doorman lobby, including package and cold storage, with the convenience of a fully attended lobby next door. Outdoor spaces include a common roof terrace, courtyard and gardens. There's a fitness center with yoga room and indoor swimming pool, plus a media lounge and bike room.
Located at the corner of Kent Avenue, this fine home is at the heart of exciting Williamsburg living. East River State Park, home of Smorgasburg, is just five blocks north, and gorgeous new Domino Park is four blocks south. The nearby blocks are lined with great dining and nightlife options and Williamsburg's renowned entertainment venues.
Transportation is a snap, despite the impending L-train shutdown. The North Williamsburg Ferry Landing, just five blocks north at 5th Street, provides uninterrupted, traffic-free access to Manhattan and Queens; travel to Wall Street in 20 minutes or to Midtown in 15 minutes. The Bedford L train is blocks away, and J/Z, M and G trains are also nearby."
298 Clinton Avenue,Clinton Hill,"$3,495,000 ",Townhouse,6,5,16,"4,671","Step back in time to this breathtaking Federal style mansion with a Flemish-bond brick front on lush and verdant Clinton Avenue in the Clinton Hill Historic District. Clinton Hill was once the most fashionable street in all of Brooklyn, according to some sources. This house is certainly one of the finest homes located on this extraordinary block. Built in the early 1900's, as a one-family townhouse, it is now a legal three family, with many original historical details still intact. Its quality offers the most spectacular showplace potential of all the current houses on the market in the Clinton Hill/Fort Greene area.
This remarkable four-story home provides almost 4,800 square feet of actual space (excluding the English basement which has a separate entry and measures 1,378 square feet). It is situated on a 20 foot wide lot with a depth of approximately 100 feet. The façade of this home is brick and the fine detailing of the wrought iron is just a hint of what’s inside. The original grandeur stands strong and proud with 16 + rooms, 3 kitchens, 5 bathroom, 4 fireplaces with the lovely mantels, gorgeous wood floors, arched doors, wainscoting, lead glass windows, high ceilings, windows on three sides of the building and original hardware throughout.
And yet there is more, a roof-top with sweeping views of Manhattan, a cozy garden right off of the kitchen and terraces on two floors. Entertaining or just quiet solitude can easily be had in the outdoor spaces which provide air to breathe and relax. Terrific transportation options, proximity to Fort Greene Park, the Farmer's Market, all of the restaurants and shops on DeKalb Avenue and so much more.
While there is work to be done, this is a unique opportunity to delve into the history and pedigree of this property and to make this home’s restoration your own. It will be delivered vacant.

Additional features of this building include: Flemmish Brick Townhouse, Distinguished Pedigree, Exceptional Detail Throughout, and Rarely Available."
194 MacDonough Street,Bedford-Stuyvesant,"$3,495,000 ",Townhouse,6,4.5,10,"3,650","""Wow"" is by far the most common reaction upon entering 194 MacDonough Street. It's not just the meticulous, top to bottom renovation. It's not just the grand proportions including high ceilings, wide rooms and over-sized windows. It's the seamless weaving together of a little old and a lot of new, with a Zen-like, Scandinavian simplicity. It's the transformation of dark, 19th century details into a bright, airy and breathtaking space. It is, in fact, nothing quite like you've seen before in the neighborhood.
The house is both unique and turnkey. Built in 1887 in what is now Stuyvesant Heights, 194 MacDonough Street is a four story, two-unit landmarked brownstone built 20' x 45' with an extension on a 100' lot.
The parlor floor features most of the restored 19th century details: the original, carved fireplace mantle and pier mirror, fretwork window casings with plantation shutters, and lovely sliding pocket doors with their original hardware (and the key!). Then the 21st century takes over with a sleek, minimalist aesthetic. The contemporary kitchen, with dining that easily seats ten, is outfitted in Subzero, Miele, Bosch and Thermador, with an oversized Kohler farm sink and a massive pantry. A lovely slate terrace off the dining area leads down to the garden.
No two baths in this house are alike, each designed with its own, unique yet neutral patterns and materials. The second floor can be used as either a floor-through master suite with vast sitting room or two separate bedrooms. All bedrooms are spacious and bright with plenty of closet space and lovely new trim. Four working fireplaces have been completely renovated and grace nearly every room in the house. Laundry is on the third floor, and all floors, including the immaculate white oak floors throughout the living areas as well as every full bath, are radiantly heated and individually zoned. Likewise, concealed, ducted central air conditioning is separately zoned for each room.
Also atypical is the spacious garden apartment, designed not as an afterthought, but with attention to detail. The massive open kitchen has a checkerboard feel to the cabinetry and a complete stainless appliance package. There is a vented washer dryer, a large spa bath with huge sink and luxurious vanity, a working fireplace in the large bedroom, and a private slate terrace, all details that will maximize income. With annual taxes of $4,193, that won't be difficult.
Even the basement has been described as ""beautiful."" Behind the scenes, you'll find two new, dedicated boilers and energy saving hot water heaters, and two separate gas meters. The house has been insulated for sound and pre-wired for FIOS, cable, wi-fi, and cameras. All fans and vents exhaust out. The doors are solid oak and oversized. In short, there is nothing left here to do but enjoy the fabulous renovation.
194 MacDonough Street is on one of the most picturesque brownstone blocks in the Bedford Historic District. It’s two blocks from the C train at Kingston-Throop and a short walk to the A express at Utica or Nostrand. Stuyvesant Heights offers easy access to some of New York’s best restaurants and clubs. This very special house is for the discerning home buyer who appreciates luxury and comfort, and a lucrative rental unit, or the investor who targets only the highest quality properties with plenty of upside."
130 Furman Street,Brooklyn Heights,"$3,450,000 ",Condo,2,2.5,5,"2,182","IMMEDIATE OCCUPANCY! This awe-inspiring 2 Bed, 2.5 Bathroom home has both water & city views and an incredible loft-like feel that is unrivaled in any waterfront building in Brooklyn. On the entry level floor you will enjoy a massive open living and dining room with a huge private landscaped and irrigated garden and skyline views. Perfect for entertaining a crowd! Upstairs are two bedrooms, two full baths, a huge laundry room, and a master suite that feels like a beach house! Gaze right out at the water from bed, enjoy a large balcony with sea breezes, and luxuriate in a 5-piece master bath. A huge walk-in closet and two additional closets complete the picture.
Live in the center of Brooklyn’s world-class waterfront park with unrivaled views and the finest luxury living and recreational amenities right outside your doorstep. Corcoran has partnered with Toll Brothers City Living to sell the remaining units at Pierhouse, a mix of 1 to 5 bedroom duplex homes, all with private outdoor spaces, iconic and protected views, expansive living spaces, and luxurious finishes sustainably designed by Marvel Architects. Comprised of two buildings and a total of 106 units, the project is now over 90% sold out. Only the finest materials have been used throughout and feature solid custom walnut cabinetry, Gaggenau appliances, thick Calacatta Tucci marble slab counters and islands, reclaimed heartwood pine floors, and energy-efficient solar shades in every room. Spa bathrooms feature Waterworks fixtures, Ruscello Fosso Picollo marble floors, and walnut and brushed nickel vanities. These homes are ready to be moved into, and ready to amaze you and your guests alike. You will have a front row seat to the sunsets every evening, and 24-hour access to running and bike paths, dog parks, cultural events, a marina, a farmer’s market, and world-renowned restaurants, shopping and art galleries right outside your door. Residents have access to countless amenities, including two 24-hour attended lobbies, valet parking, two fitness centers, a meditation studio, a resident event space, pet-wash, refrigerated storage, play room, and bike storage. Electric car charging station will be available in the Pierhouse garage for residents’ use. In addition, residents can also utilize the amenities of the adjoining 1 Hotel Brooklyn Bridge, which includes a farm-to-table restaurant, a world class spa, and a rooftop pool and bar. Private rooftops and terraces will all be designed and maintained by Michael Van Valkenburgh Associates, freeing up residents to just relax and enjoy the views and amenities of Brooklyn’s most exciting waterfront location. Commuting to Wall Street and Midtown is easy via multiple subway lines, or the East River Ferry."
